49.022462388488094,8.430181137521028,61458980580000,61458717300000,61459056660000,61458885420000,61458975000000,61458624660000,61458625440000,61458627060000,61458641640000,61459159620000,61458631680000,61458978480000,61458625080000,61458798240000,61458890280000,61458798420000,61458799080000,61458804360000,61458634320000,61458802140000,
49.00617342818255,8.404814821103573,61458778080000,61458685440000,61458867660000,61458942060000,61458596280000,61459117980000,61459110060000,61458761580000,61458785160000,61458868140000,61459107900000,61458600840000,61459110360000,61458762900000,61458605520000,61458931560000,61458937560000,61458937740000,61458861300000,61458679200000,
49.006275942846294,8.412745155023744,61458711600000,61458886440000,61458713220000,61458975540000,61458628920000,61458976140000,61458885660000,61458711420000,61459063680000,61459146000000,61458798660000,61458807900000,61458972360000,61458712380000,61458633360000,61458624840000,61458799320000,61458799620000,61459153740000,61459153140000,
48.9975471833448,8.411230222420432,61458784560000,61458787380000,61458675360000,61458606360000,61458846360000,61458699660000,61458957960000,61458796320000,61458867900000,61458704160000,61459147980000,61458777600000,61459128120000,61459042320000,61458628620000,61458761520000,61458855000000,61459147080000,61458808080000,61458890820000,
49.001933575916404,8.35698326539194,61458697860000,61458780000000,61458783000000,61458868560000,61459128240000,61459033200000,61459130280000,61458778260000,61459134600000,61459048680000,61459034400000,61458870420000,61458691680000,61459045860000,61458957420000,61458784320000,61458691560000,61458702180000,61458858900000,61458687840000,
49.02015726079392,8.432421628961482,61459040520000,61459043760000,61458779100000,61458949260000,61459037880000,61459120200000,61458777360000,61459047120000,61458875280000,61459047840000,61458785040000,61458701820000,61458861780000,61458612900000,61458786840000,61458606060000,61458782280000,61458783660000,61459045860000,61458608640000,
49.00513824998491,8.387644246147241,61459125540000,61458702060000,61459126500000,61458777240000,61458612660000,61458947160000,61458690360000,61458873780000,61458608460000,61459117440000,61459118640000,61459127220000,61458872340000,61459127760000,61458598800000,61459039320000,61459035960000,61458954960000,61458778380000,61458950160000,
49.01365899901804,8.403472296351943,61459155180000,61459119060000,61459061160000,61458874380000,61458788520000,61459063140000,61458869160000,61459122180000,61459143480000,61458608340000,61458698880000,61458607800000,61459042080000,61458779520000,61459053240000,61458761340000,61459027980000,61459056240000,61458672720000,61458955200000,
49.00261298178112,8.38643054157387,61458850860000,61459125000000,61459127820000,61458612900000,61458584520000,61459115400000,61458772560000,61459129320000,61458671520000,61458684060000,61458866460000,61458758340000,61458689160000,61458784200000,61458930240000,61458587340000,61459120920000,61458783000000,61458772140000,61458605160000,
49.01183752546913,8.409384142693781,61458776280000,61458849780000,61458868920000,61459125720000,61459125660000,61458593460000,61459044840000,61458868980000,61458850560000,61458695160000,61458591300000,61458607200000,61458947400000,61459118580000,61458932280000,61458955080000,61458758040000,61458592020000,61458945240000,61458601680000,
48.99892946245412,8.40673243573038,61459039140000,61458696420000,61458606660000,61459129080000,61458957480000,61459041360000,61459125060000,61458865440000,61458601680000,61458777360000,61458959820000,61458868440000,61458875160000,61458607380000,61458702720000,61459048680000,61459130520000,61459122720000,61458694800000,61459039320000,
49.01306322241412,8.385938102484026,61459129440000,61458773940000,61458694620000,61458592740000,61458952560000,61458691560000,61458868620000,61458613020000,61458854940000,61459120440000,61458954840000,61458852000000,61459110540000,61458932220000,61459112100000,61458770340000,61458847980000,61458775680000,61458939180000,61459029000000,
49.00402746846096,8.352631175048039,61458759360000,61458693120000,61458795120000,61458608580000,61459057920000,61458882480000,61458630600000,61458768240000,61458766860000,61458965040000,61458629760000,61458627540000,61459122000000,61458965760000,61458695400000,61458627060000,61458713040000,61458594180000,61458713700000,61458682740000,
49.023471173565945,8.376549156986105,61458633900000,61459152780000,61458893520000,61458637080000,61459147920000,61458634680000,61459148820000,61458970500000,61458884400000,61459145100000,61459142940000,61458624780000,61458637380000,61458798660000,61459059780000,61458982260000,61458970800000,61458973500000,61458629880000,61458809040000,
49.012943465262815,8.35154989900373,61458698820000,61458871620000,61458952800000,61458845340000,61458761040000,61458685560000,61458591180000,61458845040000,61459129980000,61458764760000,61458955440000,61458934980000,61458605340000,61458608040000,61459111140000,61458846960000,61458953160000,61459016520000,61458763560000,61459126860000,
49.01323740461716,8.405869790229932,61458901140000,61458800040000,61459151640000,61459061760000,61458591840000,61459037520000,61459063200000,61458971940000,61458769980000,61458720120000,61458622740000,61458889080000,61458883860000,61458933660000,61459054080000,61459126140000,61458963240000,61458708000000,61458797520000,61459027860000,
49.009443375310106,8.388673885089604,61458775860000,61459123140000,61458872340000,61458872520000,61458777060000,61458863040000,61458702000000,61458693780000,61458866220000,61458861780000,61459125000000,61458599760000,61459033740000,61459040700000,61459046100000,61459126740000,61458779880000,61458698820000,61458858060000,61458699060000,
49.002146912866095,8.360798116346592,61459110300000,61459044600000,61458771960000,61458690180000,61458587640000,61458956940000,61458930780000,61458692820000,61459118940000,61458590460000,61458772200000,61458866760000,61458607440000,61459103160000,61458932100000,61458947460000,61459045140000,61459128120000,61458862020000,61458607680000,
49.00581065082123,8.36234150637006,61458975120000,61459126740000,61458609060000,61459050540000,61458965040000,61458762540000,61459063980000,61458706920000,61459061040000,61459119840000,61459127640000,61459042920000,61458878760000,61458971220000,61458952440000,61459107060000,61458696480000,61458959280000,61458584940000,61458586980000,
48.997435381929755,8.376621430022539,61459145520000,61458895200000,61458972960000,61458987000000,61459064340000,61459156740000,61458973200000,61458641820000,61458633000000,61458634620000,61458886980000,61458625680000,61458630660000,61458624960000,61458641280000,61458972240000,61458710700000,61458728160000,61458971220000,61459144200000,
49.015272030480205,8.366827901213584,61458851100000,61459127640000,61458607680000,61459030860000,61458591240000,61458598800000,61458847980000,61458955020000,61459111740000,61458842700000,61459024740000,61458756900000,61458695940000,61458784800000,61458775860000,61459040100000,61458956220000,61458933900000,61459107780000,61459103880000,
49.01960874231611,8.365825890483459,61459022940000,61459111500000,61458674460000,61458759300000,61459036080000,61459118040000,61458688860000,61458600060000,61458772920000,61459032600000,61458940020000,61458759120000,61459029480000,61459033620000,61458931380000,61458678120000,61458952980000,61458601080000,61458679140000,61458853800000,
49.00903531600231,8.415619466128526,61459065300000,61458631620000,61459071000000,61458721320000,61459056300000,61458889380000,61458895980000,61458719580000,61458626040000,61458805080000,61459143540000,61458721380000,61459153260000,61458811800000,61459148220000,61459146420000,61459151280000,61458970800000,61458806040000,61458628860000,
48.99761705677778,8.401827268850548,61459151880000,61458973260000,61458977040000,61458799200000,61458725820000,61459065600000,61458624360000,61459058760000,61459059240000,61459060680000,61458626520000,61458801120000,61459060140000,61458897060000,61458640740000,61458624840000,61459156980000,61458628020000,61458637860000,61458725280000,
49.00154378714072,8.392554132231094,61458713580000,61459070580000,61458977580000,61458714480000,61459145940000,61458802560000,61458632520000,61459056960000,61458969720000,61458720900000,61459149480000,61458711900000,61459147020000,61459151100000,61459160040000,61459146180000,61458633600000,61458891060000,61458805620000,61458716400000,
49.0014246017951,8.394463730947614,61458807720000,61458972960000,61459059840000,61459073220000,61458810180000,61459143300000,61459142940000,61459060200000,61458633180000,61458804900000,61458634920000,61458724380000,61459066320000,61458972000000,61458712200000,61458806220000,61459151940000,61458894360000,61459146780000,61458806760000,
